assignmentId,condition,experiment,hitId,id,stage,study_id,workerId,paperA_editorialResponse,paperA_superiorityEstimate,paperA_whatYouSaw,paperA_whatYouSaw2,q_appeal,q_sample_size,q_overall,has_any_stats_training,elapsed
d8f2bf59-fa5c-41c8-bf31-0ec9b35c2a9c,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,095b4d19-98e1-4c40-bdfc-6df644612243,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,"{'q_appeal': '3', 'q_sample_size': '2', 'q_overall': '3'}",90,recalled_1_se,recalled_uncert_pop,3,2,3,,279254
61e8414d-ac31-46d1-9b07-7c5ba696bda0,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b7d139fe-eaad-4823-a9bc-7ad81cea78ab,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472164537369108647131200192024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",59,recalled_1_se,recalled_uncert_avg,3,5,3,,103533
9373b4fe-5830-4161-8b6c-bba4f0c8f12b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b2e59887-ce1c-4b6f-9c4f-50eea3fe2b83,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,"{'q_appeal': '2', 'q_sample_size': '4', 'q_overall': '4'}",99,recalled_1_sd,recalled_uncert_avg,2,4,4,,164190
39d3e124-c7f9-4721-a171-95666c16a1b6,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,77ab0d2a-2afa-4d57-8008-6ced35e1c696,PAPER_A_UNDERSTANDING,paper-review-pilot-2,35010157605115141160511511440256024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '4'}",99,recalled_1_sd,recalled_uncert_pop,4,4,4,,234506
eda9f6b9-f4b0-4434-9bb0-d39621e784b3,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fc20f74f-d661-4bcf-8cc8-797c4137865f,PAPER_A_UNDERSTANDING,paper-review-pilot-2,45010064537369204515107537363960170724,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",60,recalled_1_sd,recalled_uncert_pop,3,5,3,,250497
4cf6167f-cf0f-4146-b167-652e200b8891,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c6bf6d21-c58f-480a-885d-a0f9b3987db4,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108646731080192024,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '4'}",55,recalled_1_se,recalled_uncert_avg,4,3,4,,99923
826d918a-aca9-405d-8d31-80ff81605cc3,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,95660498-57fc-41b5-b1d1-916bb3c3f0a9,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '4'}",50,recalled_1_se,recalled_uncert_avg,4,4,4,,947629
fc206103-8848-44da-9f31-277a94a5e6dc,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c7a0af6e-7774-44fb-8b73-4aeea90d0414,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209025531080192024,"{'q_appeal': '5', 'q_sample_size': '1', 'q_overall': '5'}",50,recalled_1_se,recalled_uncert_pop,5,1,5,,425490
f135aec9-60fe-459e-b969-be2f5d4945fa,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5614822f-c1a9-4759-97ae-48051d2b1bf8,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231440256024,"{'q_appeal': '1', 'q_sample_size': '1', 'q_overall': '3'}",50,recalled_1_sd,recalled_uncert_pop,1,1,3,,44389
0218cf26-e5e8-4dcf-acab-600e1b1bf366,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7a637017-806c-40f5-a280-f72044173b0b,PAPER_A_UNDERSTANDING,paper-review-pilot-2,050150605115150151486041092642832,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '5'}",50,recalled_1_se,recalled_uncert_avg,2,3,5,,487812
7812d92f-fa91-4cc4-ac86-15a489cdaa25,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,277ecbef-84f5-4788-bb2f-9474b8948c00,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209025531080162024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",100,recalled_2_sd,recalled_uncert_pop,4,4,3,,413397
b1df7f0b-0525-49a9-afae-5888146e7a60,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7e2e8fc0-17f2-43ad-8e9a-6d6b4b50998a,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736920451510753736920902553960170724,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '3'}",80,recalled_2_sd,recalled_uncert_pop,4,2,3,,252507
3e57683b-3a0b-44af-b0f0-46235c561ba4,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,0f49567e-9b0a-4e38-8921-a9fb875fa2bb,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231152204824,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '3'}",55,recalled_1_sd,recalled_uncert_pop,4,3,3,,350240
67c2ffce-e96c-4657-9362-f8a8fe8f2a6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f4d744cd-7a43-4b99-90cc-0fff5676f88f,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736930457705373693096123960170724,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '2'}",50,recalled_1_se,recalled_uncert_avg,4,5,2,,255934
8be1180b-9760-410b-80ba-577727c6921f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ca8a957b-a890-4f5b-ab4e-c499169c3a92,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736920451510753736920902553720128024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '4'}",52,recalled_1_sd,recalled_uncert_avg,3,5,4,,446654
ee027621-a55f-4ce9-9696-3e3070aebdcd,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,4577abf1-acf3-4c24-8cac-14ca3c5e6de2,PAPER_A_UNDERSTANDING,paper-review-pilot-2,05014716051151412151486041081237532,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '5'}",59,recalled_2_se,recalled_uncert_avg,4,3,5,,654930
e56d85ef-29a3-4cda-9b68-e5b80bb14305,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fa783bde-e00a-489a-8137-8fa317a40557,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736910447216453736910864713720128024,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '4'}",50,recalled_1_se,recalled_uncert_avg,4,2,4,,360168
54094e17-37f2-4786-b6a4-98dd273b2bcd,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,74e8544c-e84b-4379-96af-ce60f36c650d,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080256024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '3'}",80,recalled_1_sd,recalled_uncert_avg,3,5,3,,715253
3a159e6e-49bc-46a3-94c4-6475d39f2cb2,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7d4b13ec-99af-4411-a56b-43091b33e9ec,PAPER_A_UNDERSTANDING,paper-review-pilot-2,45010064645373693045771853736930961103912136824,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '3'}",52,recalled_1_sd,recalled_uncert_avg,5,4,3,,458139
d338dc9e-a6ee-47d1-808e-99d27ca88e57,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2be31d76-af7a-45a0-8068-f1587d25b3d0,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736920451510753736920902623889133424,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '3'}",99,recalled_1_sd,recalled_uncert_avg,4,3,3,,558023
a4fd8060-b3c2-48e8-a8c6-aa3005d4e83a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,ac2cecfd-f4ff-4670-b3a0-2c377d8a4bf8,PAPER_A_UNDERSTANDING,paper-review-pilot-2,45010064645373692045151315373631080192024,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '2'}",54,recalled_1_sd,recalled_uncert_pop,4,3,2,,409160
7b1e31e5-949a-4851-8395-adfd2ec63c73,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,aff40f94-fc73-471c-9186-194ba66ad452,PAPER_A_UNDERSTANDING,paper-review-pilot-2,05010064649002010010190001080192024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '4'}",51,recalled_1_se,recalled_uncert_avg,4,5,4,,747808
bf247560-7c78-4b8e-8f38-a5e25598667d,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,5fbfdc21-5795-4cc3-be5a-75aa3581fd1d,PAPER_A_UNDERSTANDING,paper-review-pilot-2,45010064645373691044721245373631080162024,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '1'}",62,recalled_1_se,recalled_uncert_avg,5,5,1,,822288
30297bb0-32df-4eed-92bf-90e9a491d1b1,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,18a44bb3-abf4-4caf-bf13-c57180925e8a,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108647031200192030,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '2'}",90,recalled_1_sd,recalled_uncert_avg,4,3,2,,388580
7deb77d0-ea94-42ad-a984-8d88933ebd3a,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,bd697ab8-08f0-4682-a1a1-ac4e1a493b73,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472164537369108647131440256024,"{'q_appeal': '3', 'q_sample_size': '3', 'q_overall': '4'}",55,recalled_1_se,recalled_uncert_avg,3,3,4,,43636
c9991288-68c7-4d0c-bc25-9204b4dcdb96,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,dd4d844e-a6dd-4f7e-b4b8-fa51d90746a9,PAPER_A_UNDERSTANDING,paper-review-pilot-2,05010064649002010010190001440256024,"{'q_appeal': '2', 'q_sample_size': '4', 'q_overall': '3'}",98,recalled_2_sd,recalled_uncert_pop,2,4,3,,269918
ecd70f6a-196a-4e2b-bb5f-00cc3d5bd46d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,7a4f3ae0-9ab1-4698-9681-ae85c40a19ac,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100645373691044721245373631080256024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '2'}",50,recalled_1_se,recalled_uncert_avg,3,5,2,,523193
b7422d8c-2fb6-4b71-b80d-0594f343d16e,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d9d26470-fd80-4406-b3bd-f59059f13bc2,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231029182930,"{'q_appeal': '5', 'q_sample_size': '3', 'q_overall': '1'}",99,recalled_1_se,recalled_uncert_pop,5,3,1,,384207
e45949e6-5d0b-4f28-a976-159336862d6e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,94ddcc0f-5cee-463b-a58b-1e962bfc6ef3,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080204824,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '1'}",70,recalled_2_sd,recalled_uncert_pop,5,5,1,,897978
bcf1964a-4bce-4693-a946-4350e6999163,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,67341280-13e2-49d2-b8b1-01fb2bc6c964,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736910447212453736910864673864153624,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",99,recalled_1_se,recalled_uncert_avg,4,4,3,,553054
df375540-7e3f-4bc9-ad42-ee7374260fdb,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,64f7a9a4-f431-46e3-93cd-18726330d8a0,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231600384024,"{'q_appeal': '3', 'q_sample_size': '5', 'q_overall': '2'}",59,recalled_1_se,recalled_uncert_avg,3,5,2,,2641205
5bc02bd8-7bd7-4cb6-b3a9-1eee7de69947,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,67da3448-daa9-4ed8-8bb8-b8d964a1cfad,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108647031440256024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '1'}",59,recalled_1_se,recalled_uncert_avg,4,4,1,,2244684
020aee7b-bbbf-4f16-9f8a-c41120c4f98e,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,c57590a7-6a11-483e-9e9b-671f32c69ee1,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108647031003150424,"{'q_appeal': '3', 'q_sample_size': '4', 'q_overall': '2'}",65,recalled_1_se,recalled_uncert_pop,3,4,2,,544782
3c55a37b-957c-49ca-af24-10f877d8737e,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,790f6f16-cf09-4ed0-bb69-5e42303682d1,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '2'}",100,recalled_1_sd,recalled_uncert_pop,5,5,2,,96395
098176f0-fc69-423d-980a-74b4386eba03,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,cc9a3ac2-aab9-4f20-a35f-9052c62ee80f,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231000150024,"{'q_appeal': '2', 'q_sample_size': '2', 'q_overall': '5'}",56,recalled_1_se,recalled_uncert_avg,2,2,5,,1260975
e59299d8-61bf-4761-a4dc-9016e88f1142,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,aa5558f0-67be-4501-9bed-abbfcd3467cc,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108647031080162024,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '4'}",64,recalled_1_se,recalled_uncert_avg,4,3,4,,346590
82fc2fb4-4655-4f21-ae53-9564073fbd72,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b57b6283-4eef-4408-a372-3431c9a68d41,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080162024,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '3'}",58,recalled_1_se,recalled_uncert_pop,4,2,3,,660601
1378bc23-7288-4c2f-a7a4-62bfc7e172d6,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,cd6b8965-faca-490d-a227-8bfc0b07bffc,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209025531440256024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",99,recalled_1_sd,recalled_uncert_pop,4,4,3,,399773
c402aa5c-f3c4-4f73-91b8-6da3613bbe6e,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,6a2facb3-db4d-4b82-b629-d267c622bfc0,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450101575373692045151075373631440256030,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '3'}",58,recalled_1_sd,recalled_uncert_pop,2,5,3,,953169
bb8ec99f-7878-48b7-82d4-b7a860af23bc,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,a58565c0-97b3-402e-bc87-b08747975800,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '5'}",50,recalled_1_se,recalled_uncert_avg,2,3,5,,1130394
6c7083e2-f0e3-4efb-a15a-e6d8ea6b4bf8,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,25a7cc84-901a-476c-b672-67ee32149d73,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472164537369108647131152204824,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '4'}",59,recalled_1_se,recalled_uncert_avg,4,4,4,,67182
935deaa1-c73b-4f7c-b9a8-806e46098450,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2ca662dd-5909-452a-9524-1e685ba17eea,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100646453736910447216453736910864713720128024,"{'q_appeal': '2', 'q_sample_size': '5', 'q_overall': '5'}",55,recalled_2_sd,recalled_uncert_pop,2,5,5,,1462851
a312c25e-0e3a-4998-a626-e1ae4cbcd43b,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,357b7afd-2dc6-47a2-8c87-4111d29a4f36,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209025531080162024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",60,recalled_1_se,recalled_uncert_avg,4,4,3,,455892
a513c638-a801-4803-bfb3-5794cf8d5ddf,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d0054789-dfe5-4ff0-bab8-2cd2364ac33c,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209025531080162024,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '4'}",65,recalled_1_se,recalled_uncert_avg,4,5,4,,40702
86962f1b-a27f-4937-927c-17e2de503913,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f70d60fa-2f57-42a5-a057-2b651042a683,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '2'}",55,recalled_1_se,recalled_uncert_avg,5,4,2,,1747101
44738754-68c3-44b1-8866-337f76007934,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d5d1af2d-22e1-4e0d-8daa-eee72b14a2cc,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231003150424,"{'q_appeal': '4', 'q_sample_size': '3', 'q_overall': '3'}",55,recalled_1_sd,recalled_uncert_avg,4,3,3,,500536
af90e3f6-5b73-4095-9a54-df98025a8c1f,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,05318df8-816d-43d1-9fd0-6d53cad5f2d3,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080162024,"{'q_appeal': '4', 'q_sample_size': '4', 'q_overall': '3'}",50,recalled_1_sd,recalled_uncert_pop,4,4,3,,448190
1b9ea59f-58d8-45fd-a662-bcf9fb3df529,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,f9a14574-b6f2-4203-88c8-54231cd58634,PAPER_A_UNDERSTANDING,paper-review-pilot-2,05014716051151412151486041081237532,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '1'}",60,recalled_1_se,recalled_uncert_pop,5,5,1,,131516
7a5e145e-c138-42d9-99d2-f0043a303645,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,b6e7a7f5-fa3f-4917-a961-32494f0b6224,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472164537369108647131080192024,"{'q_appeal': '1', 'q_sample_size': '2', 'q_overall': '4'}",63,recalled_1_sd,recalled_uncert_pop,1,2,4,,411722
62cfbc08-b48d-4aad-9b46-34490bb176aa,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,98ddc77d-89f0-4466-b9d2-0a514a1aca98,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231152275224,"{'q_appeal': '4', 'q_sample_size': '5', 'q_overall': '3'}",99,recalled_2_sd,recalled_uncert_pop,4,5,3,,163951
53d2d936-aba3-4092-9865-a2cafe66606d,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,aeffdfe8-643c-447f-96d2-40a7f4843530,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472164537369108647131440256024,"{'q_appeal': '1', 'q_sample_size': '3', 'q_overall': '5'}",90,recalled_1_sd,recalled_uncert_avg,1,3,5,,256365
009d07f1-7df6-44ea-a42b-a761f8c12d59,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,404316ff-4710-4720-aef8-afcb7b928b61,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '5', 'q_sample_size': '5', 'q_overall': '2'}",80,recalled_2_se,recalled_uncert_avg,5,5,2,,2662232
c6c686ec-23e7-4bb0-8380-bd43b2ded936,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,266a0eeb-6ceb-49cd-ba3c-f5460e1b7aa5,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369104472124537369108646731440256024,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '4'}",60,recalled_1_se,recalled_uncert_avg,4,2,4,,258473
36258df3-720f-4c77-b4ef-910f7a411ea2,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,3f607536-a8e0-40e8-a4bf-f31bccb80726,PAPER_A_UNDERSTANDING,paper-review-pilot-2,45010064537369204515107537363752112824,"{'q_appeal': '2', 'q_sample_size': '3', 'q_overall': '4'}",70,recalled_1_se,recalled_uncert_pop,2,3,4,,86693
675123b0-3c82-4f0c-8966-26e8772fbb60,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,fd1d4f00-9690-456d-ae13-6ee948aabe13,PAPER_A_UNDERSTANDING,paper-review-pilot-2,450100645373692045151075373631440256024,"{'q_appeal': '5', 'q_sample_size': '4', 'q_overall': '2'}",55,recalled_1_sd,recalled_uncert_pop,5,4,2,,311245
e20aa1ca-fcfb-4eec-a267-3b0f04c45e77,SE_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,2c5f287e-9c95-4fac-b050-e605dfc0d400,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '5', 'q_sample_size': '3', 'q_overall': '3'}",55,recalled_1_se,recalled_uncert_avg,5,3,3,,702519
6cb035e1-d409-475f-97f0-cc48b0b3136a,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,35fd0101-afab-452d-9c65-af7329a945fe,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '2', 'q_sample_size': '2', 'q_overall': '3'}",56,recalled_1_se,recalled_uncert_avg,2,2,3,,3706580
5ad0e1b7-7435-4b42-b783-f3eb477a3a19,SE_POINTS_NO_FEEDBACK,PAPER_REVIEW_PILOT2,das-20210803-prod,d44cc8ce-67b3-4476-a6c9-1142866d60ae,PAPER_A_UNDERSTANDING,paper-review-pilot-2,4501006464537369204515107537369209026231080192024,"{'q_appeal': '4', 'q_sample_size': '2', 'q_overall': '3'}",65,recalled_1_sd,recalled_uncert_pop,4,2,3,,82381
